locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHAGGBBM_02694	gene	1155	araJ			
KHAGGBBM_02694	CDS	1155	araJ		COG2814	Putative transporter AraJ
KHAGGBBM_02695	gene	441				
KHAGGBBM_02695	CDS	441				hypothetical protein
KHAGGBBM_02696	gene	819				
KHAGGBBM_02696	CDS	819		2.7.4.1		Polyphosphate:ADP phosphotransferase 3
KHAGGBBM_02697	gene	186				
KHAGGBBM_02697	CDS	186				hypothetical protein
KHAGGBBM_02698	gene	657	fdnI			
KHAGGBBM_02698	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
KHAGGBBM_02699	gene	885	fdnH			
KHAGGBBM_02699	CDS	885	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
KHAGGBBM_02700	gene	2412	fdnG_1			
KHAGGBBM_02700	CDS	2412	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
KHAGGBBM_02701	gene	588	fdnG_2			
KHAGGBBM_02701	CDS	588	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
KHAGGBBM_02702	gene	879	yddG			
KHAGGBBM_02702	CDS	879	yddG		COG0697	Aromatic amino acid exporter YddG
KHAGGBBM_02703	gene	774	lvr			
KHAGGBBM_02703	CDS	774	lvr	1.1.1.-		Levodione reductase
KHAGGBBM_02704	gene	1017	benC			
KHAGGBBM_02704	CDS	1017	benC		COG0543	Benzoate 1,2-dioxygenase electron transfer component
KHAGGBBM_02705	gene	486	cbdB			
KHAGGBBM_02705	CDS	486	cbdB	1.14.12.13		2-halobenzoate 1,2-dioxygenase small subunit
KHAGGBBM_02706	gene	1383	cbdA			
KHAGGBBM_02706	CDS	1383	cbdA	1.14.12.13		2-halobenzoate 1,2-dioxygenase large subunit
KHAGGBBM_02707	gene	927	catA			
KHAGGBBM_02707	CDS	927	catA	1.13.11.1	COG3485	Catechol 1,2-dioxygenase
KHAGGBBM_02708	gene	291	catC			
KHAGGBBM_02708	CDS	291	catC	5.3.3.4	COG4829	Muconolactone Delta-isomerase
KHAGGBBM_02709	gene	1119	catB			
KHAGGBBM_02709	CDS	1119	catB	5.5.1.1	COG4948	Muconate cycloisomerase 1
KHAGGBBM_02710	gene	798	pcaR_3			
KHAGGBBM_02710	CDS	798	pcaR_3		COG1414	Pca regulon regulatory protein
KHAGGBBM_02711	gene	1500	smvA			
KHAGGBBM_02711	CDS	1500	smvA			Methyl viologen resistance protein SmvA
KHAGGBBM_02712	gene	537				
KHAGGBBM_02712	CDS	537				hypothetical protein
KHAGGBBM_02713	gene	1383	narU			
KHAGGBBM_02713	CDS	1383	narU		COG2223	Nitrate/nitrite transporter NarU
KHAGGBBM_02714	gene	3741	narZ			
KHAGGBBM_02714	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
KHAGGBBM_02715	gene	1545	narY			
KHAGGBBM_02715	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
KHAGGBBM_02716	gene	696	narW			
KHAGGBBM_02716	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
KHAGGBBM_02717	gene	681	narV			
KHAGGBBM_02717	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
KHAGGBBM_02718	gene	846	nhoA			
KHAGGBBM_02718	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
KHAGGBBM_02719	gene	1656				
KHAGGBBM_02719	CDS	1656				hypothetical protein
KHAGGBBM_02720	gene	969				
KHAGGBBM_02720	CDS	969				hypothetical protein
KHAGGBBM_02721	gene	702	msiK_1			
KHAGGBBM_02721	CDS	702	msiK_1	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
KHAGGBBM_02722	gene	582				
KHAGGBBM_02722	CDS	582				hypothetical protein
KHAGGBBM_02723	gene	825	rhaS_8			
KHAGGBBM_02723	CDS	825	rhaS_8			HTH-type transcriptional activator RhaS
KHAGGBBM_02724	gene	1569				
KHAGGBBM_02724	CDS	1569				hypothetical protein
KHAGGBBM_02725	gene	1383	xylP			
KHAGGBBM_02725	CDS	1383	xylP			Isoprimeverose transporter
KHAGGBBM_02726	gene	1617	scrY_2			
KHAGGBBM_02726	CDS	1617	scrY_2			Sucrose porin
KHAGGBBM_02727	gene	297				
KHAGGBBM_02727	CDS	297				hypothetical protein
KHAGGBBM_02728	gene	228	pptA			
KHAGGBBM_02728	CDS	228	pptA	5.3.2.-	COG1942	Tautomerase PptA
KHAGGBBM_02729	gene	618	gstB_3			
KHAGGBBM_02729	CDS	618	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
KHAGGBBM_02730	gene	879				
KHAGGBBM_02730	CDS	879				hypothetical protein
KHAGGBBM_02731	gene	780	glnQ_5			
KHAGGBBM_02731	CDS	780	glnQ_5			Glutamine transport ATP-binding protein GlnQ
KHAGGBBM_02732	gene	927				
KHAGGBBM_02732	CDS	927				hypothetical protein
KHAGGBBM_02733	gene	510				
KHAGGBBM_02733	CDS	510				hypothetical protein
KHAGGBBM_02734	gene	933				
KHAGGBBM_02734	CDS	933				hypothetical protein
KHAGGBBM_02735	gene	1314	moxC			
KHAGGBBM_02735	CDS	1314	moxC	1.14.-.-	COG2141	Putative monooxygenase MoxC
KHAGGBBM_02736	gene	1122	scmP_2			
KHAGGBBM_02736	CDS	1122	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
KHAGGBBM_02737	gene	1008				
KHAGGBBM_02737	CDS	1008				hypothetical protein
KHAGGBBM_02738	gene	552				
KHAGGBBM_02738	CDS	552				hypothetical protein
KHAGGBBM_02739	gene	888	pgrR_7			
KHAGGBBM_02739	CDS	888	pgrR_7			HTH-type transcriptional regulator PgrR
KHAGGBBM_02740	gene	1455	ansP2			
KHAGGBBM_02740	CDS	1455	ansP2		COG1113	L-asparagine permease 2
KHAGGBBM_02741	gene	222	ygdR_2			
KHAGGBBM_02741	CDS	222	ygdR_2			putative lipoprotein YgdR
KHAGGBBM_02742	gene	1062	yncE_2			
KHAGGBBM_02742	CDS	1062	yncE_2		COG3391	putative protein YncE
KHAGGBBM_02743	gene	2106	fecA			
KHAGGBBM_02743	CDS	2106	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
KHAGGBBM_02744	gene	1707	nfdA_2			
KHAGGBBM_02744	CDS	1707	nfdA_2	3.5.1.91		N-substituted formamide deformylase
KHAGGBBM_02745	gene	300				
KHAGGBBM_02745	CDS	300				hypothetical protein
KHAGGBBM_02746	gene	936	rihA			
KHAGGBBM_02746	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
KHAGGBBM_02747	gene	1038	curA			
KHAGGBBM_02747	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
KHAGGBBM_02748	gene	582				
KHAGGBBM_02748	CDS	582				hypothetical protein
KHAGGBBM_02749	gene	519	mnaT			
KHAGGBBM_02749	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
KHAGGBBM_02750	gene	450	ydcZ			
KHAGGBBM_02750	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
KHAGGBBM_02751	gene	234	ydcY			
KHAGGBBM_02751	CDS	234	ydcY			putative protein YdcY
KHAGGBBM_02752	gene	1599	dppA_2			
KHAGGBBM_02752	CDS	1599	dppA_2		COG0747	Periplasmic dipeptide transport protein
KHAGGBBM_02753	gene	1434	vdh			
KHAGGBBM_02753	CDS	1434	vdh	1.2.1.67		Vanillin dehydrogenase
KHAGGBBM_02754	gene	750	menH_2			
KHAGGBBM_02754	CDS	750	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KHAGGBBM_02755	gene	174	ortT			
KHAGGBBM_02755	CDS	174	ortT			Orphan toxin OrtT
KHAGGBBM_02756	gene	93				
KHAGGBBM_02756	CDS	93				hypothetical protein
KHAGGBBM_02757	gene	123				
KHAGGBBM_02757	CDS	123				hypothetical protein
KHAGGBBM_02758	gene	1428	prr			
KHAGGBBM_02758	CDS	1428	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
KHAGGBBM_02759	gene	807	ydcV_3			
KHAGGBBM_02759	CDS	807	ydcV_3			Inner membrane ABC transporter permease protein YdcV
KHAGGBBM_02760	gene	930	ydcU			
KHAGGBBM_02760	CDS	930	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
KHAGGBBM_02761	gene	1014	potA_3			
KHAGGBBM_02761	CDS	1014	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
KHAGGBBM_02762	gene	1146	ydcS			
KHAGGBBM_02762	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
KHAGGBBM_02763	gene	1413	lysN_2			
KHAGGBBM_02763	CDS	1413	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
KHAGGBBM_02764	gene	1398				
KHAGGBBM_02764	CDS	1398				hypothetical protein
KHAGGBBM_02765	gene	1011	cydB_3			
KHAGGBBM_02765	CDS	1011	cydB_3	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
KHAGGBBM_02766	gene	126				
KHAGGBBM_02766	CDS	126				hypothetical protein
KHAGGBBM_02767	gene	363				
KHAGGBBM_02767	CDS	363				hypothetical protein
KHAGGBBM_02768	gene	231				
KHAGGBBM_02768	CDS	231				hypothetical protein
KHAGGBBM_02769	gene	1962	rlhA_1			
KHAGGBBM_02769	CDS	1962	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
KHAGGBBM_02770	gene	570	sutR_2			
KHAGGBBM_02770	CDS	570	sutR_2		COG1396	HTH-type transcriptional regulator SutR
KHAGGBBM_02771	gene	1167	ydcO			
KHAGGBBM_02771	CDS	1167	ydcO		COG3135	Inner membrane protein YdcO
KHAGGBBM_02772	gene	870	rhaR_6			
KHAGGBBM_02772	CDS	870	rhaR_6			HTH-type transcriptional activator RhaR
KHAGGBBM_02773	gene	897				
KHAGGBBM_02773	CDS	897				hypothetical protein
KHAGGBBM_02774	gene	669				
KHAGGBBM_02774	CDS	669				hypothetical protein
KHAGGBBM_02775	gene	597	tehB			
KHAGGBBM_02775	CDS	597	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
KHAGGBBM_02776	gene	1005	tehA			
KHAGGBBM_02776	CDS	1005	tehA		COG1275	Tellurite resistance protein TehA
KHAGGBBM_02777	gene	981	glgC_1			
KHAGGBBM_02777	CDS	981	glgC_1	2.7.7.27		Glucose-1-phosphate adenylyltransferase
KHAGGBBM_02778	gene	579	rimL			
KHAGGBBM_02778	CDS	579	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
KHAGGBBM_02779	gene	1845	mdoD			
KHAGGBBM_02779	CDS	1845	mdoD		COG3131	Glucans biosynthesis protein D
KHAGGBBM_02780	gene	1089	xylB_1			
KHAGGBBM_02780	CDS	1089	xylB_1	1.1.1.90		Aryl-alcohol dehydrogenase
KHAGGBBM_02781	gene	1506	pnbA			
KHAGGBBM_02781	CDS	1506	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
KHAGGBBM_02782	gene	1344				
KHAGGBBM_02782	CDS	1344			COG5383	putative protein
KHAGGBBM_02783	gene	741	pcaH			
KHAGGBBM_02783	CDS	741	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
KHAGGBBM_02784	gene	621	pcaG			
KHAGGBBM_02784	CDS	621	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
KHAGGBBM_02785	gene	924	gbpR			
KHAGGBBM_02785	CDS	924	gbpR			HTH-type transcriptional regulator GbpR
KHAGGBBM_02786	gene	2373	quiA			
KHAGGBBM_02786	CDS	2373	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
KHAGGBBM_02787	gene	1119	frmA_1			
KHAGGBBM_02787	CDS	1119	frmA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
KHAGGBBM_02788	gene	276	frmR			
KHAGGBBM_02788	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
KHAGGBBM_02789	gene	528	cybB			
KHAGGBBM_02789	CDS	528	cybB		COG3038	Cytochrome b561
KHAGGBBM_02790	gene	363				
KHAGGBBM_02790	CDS	363				hypothetical protein
KHAGGBBM_02791	gene	186				
KHAGGBBM_02791	CDS	186				hypothetical protein
KHAGGBBM_02792	gene	465				
KHAGGBBM_02792	CDS	465				hypothetical protein
KHAGGBBM_02793	gene	1218				
KHAGGBBM_02793	CDS	1218				putative transporter
KHAGGBBM_02794	gene	1002	add			
KHAGGBBM_02794	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
KHAGGBBM_02795	gene	1041	ydgJ_2			
KHAGGBBM_02795	CDS	1041	ydgJ_2	1.-.-.-	COG0673	putative oxidoreductase YdgJ
KHAGGBBM_02796	gene	1371	bglC			
KHAGGBBM_02796	CDS	1371	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
KHAGGBBM_02797	gene	216	ydgT			
KHAGGBBM_02797	CDS	216	ydgT			Transcription modulator YdgT
KHAGGBBM_02798	gene	441	ydgK			
KHAGGBBM_02798	CDS	441	ydgK			Inner membrane protein YdgK
KHAGGBBM_02799	gene	582	rsxA			
KHAGGBBM_02799	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
KHAGGBBM_02800	gene	579	rsxB			
KHAGGBBM_02800	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
KHAGGBBM_02801	gene	2262	rsxC_1			
KHAGGBBM_02801	CDS	2262	rsxC_1	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
KHAGGBBM_02802	gene	1053	rsxD			
KHAGGBBM_02802	CDS	1053	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
KHAGGBBM_02803	gene	624	rsxG			
KHAGGBBM_02803	CDS	624	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
KHAGGBBM_02804	gene	699	rsxE			
KHAGGBBM_02804	CDS	699	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
KHAGGBBM_02805	gene	636	nth			
KHAGGBBM_02805	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
KHAGGBBM_02806	gene	258				
KHAGGBBM_02806	CDS	258				hypothetical protein
KHAGGBBM_02807	gene	1506	dtpA			
KHAGGBBM_02807	CDS	1506	dtpA		COG3104	Dipeptide and tripeptide permease A
KHAGGBBM_02808	gene	606	gstA			
KHAGGBBM_02808	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
KHAGGBBM_02809	gene	861	pdxY			
KHAGGBBM_02809	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
KHAGGBBM_02810	gene	1275	tyrS			
KHAGGBBM_02810	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
KHAGGBBM_02811	gene	663	pdxH			
KHAGGBBM_02811	CDS	663	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
KHAGGBBM_02812	gene	360	mliC			
KHAGGBBM_02812	CDS	360	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
KHAGGBBM_02813	gene	1125	anmK			
KHAGGBBM_02813	CDS	1125	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
KHAGGBBM_02814	gene	468	slyB			
KHAGGBBM_02814	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
KHAGGBBM_02815	gene	1308				
KHAGGBBM_02815	CDS	1308				hypothetical protein
KHAGGBBM_02816	gene	435	slyA_3			
KHAGGBBM_02816	CDS	435	slyA_3		COG1846	Transcriptional regulator SlyA
KHAGGBBM_02817	gene	237				
KHAGGBBM_02817	CDS	237				hypothetical protein
KHAGGBBM_02818	gene	897	aaeA_1			
KHAGGBBM_02818	CDS	897	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
KHAGGBBM_02819	gene	2025	aaeB_1			
KHAGGBBM_02819	CDS	2025	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
KHAGGBBM_02820	gene	522	sodC			
KHAGGBBM_02820	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
KHAGGBBM_02821	gene	897	ydhF			
KHAGGBBM_02821	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
KHAGGBBM_02822	gene	240				
KHAGGBBM_02822	CDS	240				hypothetical protein
KHAGGBBM_02823	gene	600	nemR			
KHAGGBBM_02823	CDS	600	nemR			HTH-type transcriptional repressor NemR
KHAGGBBM_02824	gene	1098	nemA			
KHAGGBBM_02824	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
KHAGGBBM_02825	gene	408	gloA			
KHAGGBBM_02825	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
KHAGGBBM_02826	gene	648	rnt			
KHAGGBBM_02826	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
KHAGGBBM_02827	gene	348	grxD			
KHAGGBBM_02827	CDS	348	grxD		COG0278	Glutaredoxin 4
KHAGGBBM_02828	gene	873	mepH			
KHAGGBBM_02828	CDS	873	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
KHAGGBBM_02829	gene	486	rhaS_9			
KHAGGBBM_02829	CDS	486	rhaS_9			HTH-type transcriptional activator RhaS
KHAGGBBM_02830	gene	582	sodB			
KHAGGBBM_02830	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
KHAGGBBM_02831	gene	1167	ydhP_2			
KHAGGBBM_02831	CDS	1167	ydhP_2		COG2814	Inner membrane transport protein YdhP
KHAGGBBM_02832	gene	93				
KHAGGBBM_02832	CDS	93				hypothetical protein
KHAGGBBM_02833	gene	1026	purR_1			
KHAGGBBM_02833	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
KHAGGBBM_02834	gene	1005	yahB			
KHAGGBBM_02834	CDS	1005	yahB			putative HTH-type transcriptional regulator YahB
KHAGGBBM_02835	gene	1182	ydhC			
KHAGGBBM_02835	CDS	1182	ydhC			Inner membrane transport protein YdhC
KHAGGBBM_02836	gene	1149	cfa			
KHAGGBBM_02836	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
KHAGGBBM_02837	gene	636	ribC			
KHAGGBBM_02837	CDS	636	ribC	2.5.1.9	COG0307	Riboflavin synthase
KHAGGBBM_02838	gene	1374	mdtK			
KHAGGBBM_02838	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
KHAGGBBM_02839	gene	237	asr			
KHAGGBBM_02839	CDS	237	asr			Acid shock protein
KHAGGBBM_02840	gene	579				
KHAGGBBM_02840	CDS	579		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
KHAGGBBM_02841	gene	77				
KHAGGBBM_02841	tRNA	77				tRNA-Val(gac)
KHAGGBBM_02842	gene	77				
KHAGGBBM_02842	tRNA	77				tRNA-Val(gac)
KHAGGBBM_02843	gene	77				
KHAGGBBM_02843	tRNA	77				tRNA-Val(gac)
KHAGGBBM_02844	gene	981				
KHAGGBBM_02844	CDS	981			COG3039	IS5 family transposase ISKpn26
KHAGGBBM_02845	gene	753	ydfG_2			
KHAGGBBM_02845	CDS	753	ydfG_2	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
KHAGGBBM_02846	gene	927				
KHAGGBBM_02846	CDS	927			COG3039	IS5 family transposase IS4811
KHAGGBBM_02847	gene	885	gcvA_4			
KHAGGBBM_02847	CDS	885	gcvA_4			Glycine cleavage system transcriptional activator
KHAGGBBM_02848	gene	516				
KHAGGBBM_02848	CDS	516				hypothetical protein
KHAGGBBM_02849	gene	837				
KHAGGBBM_02849	CDS	837				hypothetical protein
KHAGGBBM_02850	gene	150				
KHAGGBBM_02850	CDS	150				hypothetical protein
KHAGGBBM_02851	gene	435				
KHAGGBBM_02851	CDS	435				hypothetical protein
KHAGGBBM_02852	gene	699				
KHAGGBBM_02852	CDS	699				hypothetical protein
KHAGGBBM_02853	gene	210				
KHAGGBBM_02853	CDS	210				hypothetical protein
KHAGGBBM_02854	gene	636	cynT			
KHAGGBBM_02854	CDS	636	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
KHAGGBBM_02855	gene	630	rhtC_3			
KHAGGBBM_02855	CDS	630	rhtC_3		COG1280	Threonine efflux protein
KHAGGBBM_02856	gene	771	glpR_3			
KHAGGBBM_02856	CDS	771	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
KHAGGBBM_02857	gene	384				
KHAGGBBM_02857	CDS	384				hypothetical protein
KHAGGBBM_02858	gene	684	cat3			
KHAGGBBM_02858	CDS	684	cat3	2.3.1.28		Chloramphenicol acetyltransferase 3
KHAGGBBM_02859	gene	1704	appA			
KHAGGBBM_02859	CDS	1704	appA			Oligopeptide-binding protein AppA
KHAGGBBM_02860	gene	960	gsiC_4			
KHAGGBBM_02860	CDS	960	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
KHAGGBBM_02861	gene	948	gsiD_3			
KHAGGBBM_02861	CDS	948	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
KHAGGBBM_02862	gene	981	ddpD			
KHAGGBBM_02862	CDS	981	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
KHAGGBBM_02863	gene	972	oppF_1			
KHAGGBBM_02863	CDS	972	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
KHAGGBBM_02864	gene	528				
KHAGGBBM_02864	CDS	528				hypothetical protein
KHAGGBBM_02865	gene	489				
KHAGGBBM_02865	CDS	489				hypothetical protein
KHAGGBBM_02866	gene	285				
KHAGGBBM_02866	CDS	285				hypothetical protein
KHAGGBBM_02867	gene	1533	stp			
KHAGGBBM_02867	CDS	1533	stp			Multidrug resistance protein Stp
KHAGGBBM_02868	gene	924	dmlR_13			
KHAGGBBM_02868	CDS	924	dmlR_13			HTH-type transcriptional regulator DmlR
KHAGGBBM_02869	gene	927	rbsK_4			
KHAGGBBM_02869	CDS	927	rbsK_4	2.7.1.15	COG0524	Ribokinase
KHAGGBBM_02870	gene	882	murR_1			
KHAGGBBM_02870	CDS	882	murR_1			HTH-type transcriptional regulator MurR
KHAGGBBM_02871	gene	954	apsI			
KHAGGBBM_02871	CDS	954	apsI	5.3.1.-	COG4952	D-apiose isomerase
KHAGGBBM_02872	gene	1236	csbX_1			
KHAGGBBM_02872	CDS	1236	csbX_1		COG0477	Alpha-ketoglutarate permease
KHAGGBBM_02873	gene	141	yedK_2			
KHAGGBBM_02873	CDS	141	yedK_2	3.4.-.-	COG2135	SOS response-associated protein YedK
KHAGGBBM_02874	gene	942				
KHAGGBBM_02874	CDS	942				hypothetical protein
KHAGGBBM_02875	gene	390				
KHAGGBBM_02875	CDS	390				hypothetical protein
KHAGGBBM_02876	gene	468				
KHAGGBBM_02876	CDS	468				IS3 family transposase ISYps8
KHAGGBBM_02877	gene	624				
KHAGGBBM_02877	CDS	624				hypothetical protein
KHAGGBBM_02878	gene	303				
KHAGGBBM_02878	CDS	303				hypothetical protein
KHAGGBBM_02879	gene	699				
KHAGGBBM_02879	CDS	699				hypothetical protein
KHAGGBBM_02880	gene	705				
KHAGGBBM_02880	CDS	705				IS6 family transposase IS26
KHAGGBBM_02881	gene	549	cat_1			
KHAGGBBM_02881	CDS	549	cat_1	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
KHAGGBBM_02882	gene	831	bla_2			
KHAGGBBM_02882	CDS	831	bla_2	3.5.2.6		Beta-lactamase OXA-1
KHAGGBBM_02883	gene	600	aacA4_1			
KHAGGBBM_02883	CDS	600	aacA4_1	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
KHAGGBBM_02884	gene	705				
KHAGGBBM_02884	CDS	705				IS6 family transposase IS26
KHAGGBBM_02885	gene	1401	pdeB_2			
KHAGGBBM_02885	CDS	1401	pdeB_2	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
KHAGGBBM_02886	gene	1032				
KHAGGBBM_02886	CDS	1032				IS630 family transposase ISEc33
KHAGGBBM_02887	gene	429				
KHAGGBBM_02887	CDS	429				hypothetical protein
KHAGGBBM_02888	gene	765	surE_1			
KHAGGBBM_02888	CDS	765	surE_1	3.1.3.5	COG0496	5'-nucleotidase SurE
KHAGGBBM_02889	gene	990	vldW_2			
KHAGGBBM_02889	CDS	990	vldW_2	1.14.11.52		Validamycin A dioxygenase
KHAGGBBM_02890	gene	1419				
KHAGGBBM_02890	CDS	1419		3.5.4.11		Isoxanthopterin deaminase
KHAGGBBM_02891	gene	990	ribY			
KHAGGBBM_02891	CDS	990	ribY		COG0715	Riboflavin-binding protein RibY
KHAGGBBM_02892	gene	900	hdfR_3			
KHAGGBBM_02892	CDS	900	hdfR_3			HTH-type transcriptional regulator HdfR
KHAGGBBM_02893	gene	969	yeaX_2			
KHAGGBBM_02893	CDS	969	yeaX_2	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
KHAGGBBM_02894	gene	1284	codAch2			
KHAGGBBM_02894	CDS	1284	codAch2	3.5.4.11	COG0402	Pterin deaminase
KHAGGBBM_02895	gene	480	rutC_2			
KHAGGBBM_02895	CDS	480	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
KHAGGBBM_02896	gene	882	crnA			
KHAGGBBM_02896	CDS	882	crnA	3.5.2.10		Creatinine amidohydrolase
KHAGGBBM_02897	gene	984				
KHAGGBBM_02897	CDS	984				hypothetical protein
KHAGGBBM_02898	gene	831	btuD_4			
KHAGGBBM_02898	CDS	831	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KHAGGBBM_02899	gene	816	ribX_2			
KHAGGBBM_02899	CDS	816	ribX_2			Riboflavin transport system permease protein RibX
KHAGGBBM_02900	gene	1419				
KHAGGBBM_02900	CDS	1419				hypothetical protein
KHAGGBBM_02901	gene	333				
KHAGGBBM_02901	CDS	333				hypothetical protein
KHAGGBBM_02902	gene	909				
KHAGGBBM_02902	CDS	909				hypothetical protein
KHAGGBBM_02903	gene	141				
KHAGGBBM_02903	CDS	141				hypothetical protein
KHAGGBBM_02904	gene	891	cynR_2			
KHAGGBBM_02904	CDS	891	cynR_2			HTH-type transcriptional regulator CynR
KHAGGBBM_02905	gene	708	scoA			
KHAGGBBM_02905	CDS	708	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
KHAGGBBM_02906	gene	657	scoB			
KHAGGBBM_02906	CDS	657	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
KHAGGBBM_02907	gene	1182	thlA_2			
KHAGGBBM_02907	CDS	1182	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
KHAGGBBM_02908	gene	924	hbd			
KHAGGBBM_02908	CDS	924	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
KHAGGBBM_02909	gene	1392				
KHAGGBBM_02909	CDS	1392				hypothetical protein
KHAGGBBM_02910	gene	771	bdhA			
KHAGGBBM_02910	CDS	771	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
